Rank,Keyword,Count
419,https://jpsearch.go.jp/term/keyword/歌舞・演劇・謡曲・浄瑠璃,1
420,https://jpsearch.go.jp/term/keyword/総記--随叢--雑抄,1
421,https://jpsearch.go.jp/term/keyword/音楽・演劇--猿楽・能楽・狂言--能の本,1
422,https://jpsearch.go.jp/term/keyword/歴史・地理--年譜・系図,1
423,https://jpsearch.go.jp/term/keyword/諸芸--遊芸,1
424,https://jpsearch.go.jp/term/keyword/言語--語法,1
425,https://jpsearch.go.jp/term/keyword/総記--随叢--雑編音楽・演劇--能楽,1
426,https://jpsearch.go.jp/term/keyword/雑書_甲,1
427,https://jpsearch.go.jp/term/keyword/宗教--神祇--神社・神事,1
428,https://jpsearch.go.jp/term/keyword/一般資料--総記--百科事典,1
429,https://jpsearch.go.jp/term/keyword/一般資料--芸術--絵画,1
430,https://jpsearch.go.jp/term/keyword/農書,1
431,https://jpsearch.go.jp/term/keyword/医学--漢方--本草,1
432,https://jpsearch.go.jp/term/keyword/芸術--書道--書法・筆法,1
433,https://jpsearch.go.jp/term/keyword/芸術--音楽--雅楽・神楽,1
434,https://jpsearch.go.jp/term/keyword/国漢書--増加分_未分類,1
435,https://jpsearch.go.jp/term/keyword/仏書--史伝部三_日本選述特殊,1
436,https://jpsearch.go.jp/term/keyword/文学--漢文,1
437,https://jpsearch.go.jp/term/keyword/武具_系譜,1
438,https://jpsearch.go.jp/term/keyword/音楽・演劇--音楽--管楽,1
439,https://jpsearch.go.jp/term/keyword/音楽・演劇--演劇--古代・中世劇及歌謡--平曲・琵琶歌,1
440,https://jpsearch.go.jp/term/keyword/歴史--日本史--時代史,1
441,https://jpsearch.go.jp/term/keyword/歴史--日本史--史料--総記,1
442,https://jpsearch.go.jp/term/keyword/音楽・演劇--音楽--支那音楽--月琴・胡琴譜,1
443,https://jpsearch.go.jp/term/keyword/音楽・演劇--演劇--古代劇--神楽・催馬楽,1
444,https://jpsearch.go.jp/term/keyword/音楽・演劇--演劇--歌舞伎--雑,1
445,https://jpsearch.go.jp/term/keyword/理学--博物,1
446,https://jpsearch.go.jp/term/keyword/武学・武術--武具,1
447,https://jpsearch.go.jp/term/keyword/芸術--金石--考古,1
448,https://jpsearch.go.jp/term/keyword/武学・武術--近代軍事,1
449,https://jpsearch.go.jp/term/keyword/飲食,1
450,https://jpsearch.go.jp/term/keyword/教育,1
451,https://jpsearch.go.jp/term/keyword/総記--諸目録,1
452,https://jpsearch.go.jp/term/keyword/藩制--軍事,1
453,https://jpsearch.go.jp/term/keyword/武具,1
454,https://jpsearch.go.jp/term/keyword/神祇,1
455,https://jpsearch.go.jp/term/keyword/仏教--各宗--天台宗--仏会・儀軌・修行・清規,1
456,https://jpsearch.go.jp/term/keyword/総記--図書・書誌学--叢書・全集,1
457,https://jpsearch.go.jp/term/keyword/陶磁,1
458,https://jpsearch.go.jp/term/keyword/浄土_系譜,1
459,https://jpsearch.go.jp/term/keyword/禅宗,1
460,https://jpsearch.go.jp/term/keyword/哲学・宗教,1
461,https://jpsearch.go.jp/term/keyword/外交_記録,1
462,https://jpsearch.go.jp/term/keyword/芸術--書道--落款・印譜,1
463,https://jpsearch.go.jp/term/keyword/茶道_建築,1
464,https://jpsearch.go.jp/term/keyword/物産,1
465,https://jpsearch.go.jp/term/keyword/天文,1
466,https://jpsearch.go.jp/term/keyword/外国史,1
467,https://jpsearch.go.jp/term/keyword/藩史,1
468,https://jpsearch.go.jp/term/keyword/宴曲,1
469,https://jpsearch.go.jp/term/keyword/音楽_書目,1
470,https://jpsearch.go.jp/term/keyword/歴史--日本史--系譜--諸家,1
471,https://jpsearch.go.jp/term/keyword/諸芸--遊戯--囲碁・将棊,1
472,https://jpsearch.go.jp/term/keyword/浄瑠璃_薗八,1
473,https://jpsearch.go.jp/term/keyword/一般之部--名鑑,1
474,https://jpsearch.go.jp/term/keyword/浄瑠璃_常磐津_目録,1
475,https://jpsearch.go.jp/term/keyword/茶道_黄檗,1
476,https://jpsearch.go.jp/term/keyword/音楽・演劇--能・狂言能の本,1
477,https://jpsearch.go.jp/term/keyword/音楽・演劇--能・狂言能間,1
478,https://jpsearch.go.jp/term/keyword/音楽_系譜,1
479,https://jpsearch.go.jp/term/keyword/歴史--日本史--記録,1
480,https://jpsearch.go.jp/term/keyword/文学--漢文--詩文評・作詩作文,1
481,https://jpsearch.go.jp/term/keyword/地理--日本地誌--遊覧・遊歴,1
482,https://jpsearch.go.jp/term/keyword/社会科学--軍事--和蘭兵法,1
483,https://jpsearch.go.jp/term/keyword/医学--本草,1
484,https://jpsearch.go.jp/term/keyword/諸芸--遊技--囲碁将棊,1
485,https://jpsearch.go.jp/term/keyword/武学--総記,1
486,https://jpsearch.go.jp/term/keyword/武学--武具,1
487,https://jpsearch.go.jp/term/keyword/語学--日本語,1
488,https://jpsearch.go.jp/term/keyword/国書--音楽・演劇--能楽--型附・囃手附,1
489,https://jpsearch.go.jp/term/keyword/国書--音楽・演劇--淨瑠璃_附_人形劇--古淨瑠璃,1
490,https://jpsearch.go.jp/term/keyword/国書--音楽・演劇--近代劇,1
491,https://jpsearch.go.jp/term/keyword/国書--芸術--書画--総記,1
492,https://jpsearch.go.jp/term/keyword/国書--武学・武術--近代軍事--陸軍,1
493,https://jpsearch.go.jp/term/keyword/浄瑠璃_一中,1
494,https://jpsearch.go.jp/term/keyword/社会科学--日本法制史--武家法後期・藩政,1
495,https://jpsearch.go.jp/term/keyword/哲学・宗教--仏教,1
496,https://jpsearch.go.jp/term/keyword/総記--書誌・書目,1
497,https://jpsearch.go.jp/term/keyword/文学--連歌・俳諧・狂歌・歌謡,1
498,https://jpsearch.go.jp/term/keyword/歴史--日本史--伝記,1
499,https://jpsearch.go.jp/term/keyword/政治・法制・故実--補任・武鑑,1
500,https://jpsearch.go.jp/term/keyword/経済--度量衡・貨弊,1
