id,title,matched_ng,reason
https://jpsearch.go.jp/data/arc_ban-ro22_00064_0204,妹背鹿笛 鞍馬山 桜鍔恨鮫鞘 比翼塚 其小唄夢廓 やっこどうじょうじ,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro22_00064_0205,妹背鹿笛 鞍馬山 桜鍔恨鮫鞘 比翼塚 其小唄夢廓 やっこどうじょうじ,event-1915東京-a129bcfa47496245,Aboutルール除外: event-1915東京-a129bcfa47496245
https://jpsearch.go.jp/data/arc_ban-ro22_00066_0011,茶臼山凱歌陣立 木間星箱根鹿笛 ☆仝錦旅路土産,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro22_00067_0141,妹背鹿笛 鞍馬山 桜鍔恨鮫鞘 比翼塚 其小唄夢廓 やっこどうじょうじ,event-1915東京-a129bcfa47496245,Aboutルール除外: event-1915東京-a129bcfa47496245
https://jpsearch.go.jp/data/arc_ban-ro22_00071_0015,トスカ 輝虎配膳 魔笛 富士登山 獅子王木遺音頭,event-1913東京-f8ffc19b3f39b862,Aboutルール除外: event-1913東京-f8ffc19b3f39b862
https://jpsearch.go.jp/data/arc_ban-ro23_00006_0034,花舞台咲分源氏 琵琶名所月景清 仇名草由縁八房 恩愛睛関守 糸調合笛音,仇名草由縁八房,Aboutルール除外: 仇名草由縁八房
https://jpsearch.go.jp/data/arc_ban-ro23_00006_0035,花舞台咲分源氏 琵琶名所月景清 仇名草由縁八房 恩愛睛関守 糸調合笛音,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro23_00012_017F,初深雪佐野鉢木 笛澄月白浪 夜講釈勢力譚話,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro23_00013_001A,初深雪佐野鉢木 夜講釈勢力譚話 笛澄月白浪,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro23_00017_0167,初深雪佐野鉢木 笛澄月白浪 夜講釈勢力譚話,event-1875東京-cf7502d41a5fedf5,Aboutルール除外: event-1875東京-cf7502d41a5fedf5
https://jpsearch.go.jp/data/arc_ban-ro24_00002_0153,初深雪佐野鉢木 夜講釈勢力譚話 笛澄月白浪,event-1875東京-dfb86a1b64f55465,Aboutルール除外: event-1875東京-dfb86a1b64f55465
https://jpsearch.go.jp/data/arc_ban-ro24_00007_0027B,花舞台咲分源氏 琵琶名所月景清 仇名草由縁八房 恩愛睛関守 糸調合笛音,琵琶名所月景清,Aboutルール除外: 琵琶名所月景清
https://jpsearch.go.jp/data/arc_ban-ro24_00008_0008C,茶臼山凱歌陣立 木間星箱根鹿笛 樹仝錦旅路土産,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro24_00013_0169,茶臼山凱歌陣立 木間星箱根鹿笛,event-1880東京-b661ec6e3d041e33,Aboutルール除外: event-1880東京-b661ec6e3d041e33
https://jpsearch.go.jp/data/arc_ban-ro24_00013_0401,花舞台咲分源氏 琵琶名所月景清 仇名草由縁八房 恩愛睛関守 糸調合笛音,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro24_00015_0023,茶臼山凱歌陣立 木間星箱根鹿笛,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro24_00015_0024,茶臼山凱歌陣立 木間星箱根鹿笛,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro24_00018_0141,木間星箱根鹿笛 芳流閣雲間稲妻,歌舞伎,Aboutルール除外: 歌舞伎
https://jpsearch.go.jp/data/arc_ban-ro24_00018_0687,茶臼山凱歌陣立 木間星箱根鹿笛,event-1880東京-b661ec6e3d041e33,Aboutルール除外: event-1880東京-b661ec6e3d041e33
https://jpsearch.go.jp/data/arc_ban-ro24_00018_0788,弓張月源家鏑箭 五十三駅旅日記 比翼紋愛井の字 木間星箱根鹿笛 艶容女舞衣 うばがもち,event-1909東京-17f2ac0496481968,Aboutルール除外: event-1909東京-17f2ac0496481968
