Rank,Last2 (1字+譜),Last3 (2字+譜),Last4 (3字+譜),Last5 (4字+譜),Last6 (5字+譜),Last7 (6字+譜),Last8 (7字+譜),Last9 (8字+譜)
1656,,輪作譜 (1),奇獣図譜 (1),村井氏家譜 (1),,,,
1657,,説箏譜 (1),横谷系譜 (1),山下氏世譜 (1),,,,
1658,,蓮道譜 (1),官禰宜譜 (1),統世録系譜 (1),,,,
1659,,東遊譜 (1),宮禰宜譜 (1),小宮山系譜 (1),,,,
1660,,詠古譜 (1),上杉略譜 (1),屋家根系譜 (1),,,,
1661,,詠略譜 (1),起源略譜 (1),御歴代系譜 (1),,,,
1662,,曲墨譜 (1),年略系譜 (1),りことの譜 (1),,,,
1663,,間系譜 (1),武田族譜 (1),嵯峨家系譜 (1),,,,
1664,,駒家譜 (1),扇庵扇譜 (1),相良氏系譜 (1),,,,
1665,,駒系譜 (1),通寶銭譜 (1),木京極系譜 (1),,,,
1666,,禰系譜 (1),弥家刀譜 (1),壱岐守系譜 (1),,,,
1667,,訳図譜 (1),家木家譜 (1),佐竹家系譜 (1),,,,
1668,,刀系譜 (1),御長家譜 (1),佐竹御系譜 (1),,,,
1669,,城家譜 (1),播侯系譜 (1),佐竹氏系譜 (1),,,,
1670,,園家譜 (1),國公年譜 (1),竹分流系譜 (1),,,,
1671,,雲錦譜 (1),家中興譜 (1),真田家系譜 (1),,,,
1672,,華印譜 (1),氏御年譜 (1),沢田氏系譜 (1),,,,
1673,,要翰譜 (1),倉家々譜 (1),寺検校略譜 (1),,,,
1674,,国雪譜 (1),州生花譜 (1),近藤氏系譜 (1),,,,
1675,,君系譜 (1),福島家譜 (1),浄土宗年譜 (1),,,,
1676,,語新譜 (1),彌太建譜 (1),伊集院系譜 (1),,,,
1677,,棋新譜 (1),豊諸系譜 (1),三条西系譜 (1),,,,
1678,,鸚歌譜 (1),刑罰図譜 (1),童觀詩畫譜 (1),,,,
1679,,孫系譜 (1),蒲生家譜 (1),紫極御系譜 (1),,,,
1680,,鏡系譜 (1),本宗系譜 (1),野井家系譜 (1),,,,
1681,,保系譜 (1),山草木譜 (1),渋谷家系譜 (1),,,,
1682,,内系譜 (1),古筆印譜 (1),津家御系譜 (1),,,,
1683,,々家譜 (1),詩盆山譜 (1),陽丗家畧譜 (1),,,,
1684,,村系譜 (1),異言音譜 (1),歌声腔調譜 (1),,,,
1685,,本系譜 (1),龍笛之譜 (1),音和尚年譜 (1),,,,
1686,,道画譜 (1),新摺銭譜 (1),桂和尚年譜 (1),,,,
1687,,栗系譜 (1),新選家譜 (1),木田氏系譜 (1),,,,
1688,,槻系譜 (1),楽歌秘譜 (1),観上人系譜 (1),,,,
1689,,正清譜 (1),伝島津譜 (1),生已後年譜 (1),,,,
1690,,一年譜 (1),成瀬系譜 (1),支那音樂譜 (1),,,,
1691,,祭系譜 (1),直御年譜 (1),團藏之家譜 (1),,,,
1692,,寺院譜 (1),公三徳譜 (1),春日山之譜 (1),,,,
1693,,温泉譜 (1),檍原龍譜 (1),信流太鼓譜 (1),,,,
1694,,美系譜 (1),算家系譜 (1),龍穏館樂譜 (1),,,,
1695,,古系譜 (1),御裏方譜 (1),書博士系譜 (1),,,,
1696,,幽画譜 (1),来目歌譜 (1),白川家系譜 (1),,,,
1697,,末系譜 (1),天至之譜 (1),上道氏系譜 (1),,,,
1698,,屋畫譜 (1),郢曲略譜 (1),氏両家系譜 (1),,,,
1699,,墨蘭譜 (1),刻百銭譜 (1),神長官系譜 (1),,,,
1700,,亭畫譜 (1),産物石譜 (1),王方御系譜 (1),,,,
1701,,家畫譜 (1),出入図譜 (1),神皇御系譜 (1),,,,
1702,,數畫譜 (1),常平泉譜 (1),藩翰八家譜 (1),,,,
1703,,門畫譜 (1),彫刻系譜 (1),御家御系譜 (1),,,,
1704,,公畫譜 (1),萬世家譜 (1),南部家系譜 (1),,,,
1705,,幽畫譜 (1),仮名家譜 (1),家中新古譜 (1),,,,
1706,,仙畫譜 (1),長尾略譜 (1),諸士古新譜 (1),,,,
1707,,路系譜 (1),流伝統譜 (1),御徒目付譜 (1),,,,
1708,,都年譜 (1),度者略譜 (1),瑞聖逓代譜 (1),,,,
1709,,上系譜 (1),護鳥図譜 (1),光公御系譜 (1),,,,
1710,,清年譜 (1),瑠璃家譜 (1),菅原御系譜 (1),,,,
1711,,興公譜 (1),名調楽譜 (1),図書府年譜 (1),,,,
1712,,篥箏譜 (1),織文図譜 (1),鈴木氏系譜 (1),,,,
1713,,流箏譜 (1),瀬戸図譜 (1),野彬之年譜 (1),,,,
1714,,磨名譜 (1),城楽舞譜 (1),氏根元系譜 (1),,,,
1715,,樹年譜 (1),有馬世譜 (1),氏代々系譜 (1),,,,
1716,,瀬年譜 (1),灯総系譜 (1),寛院宮系譜 (1),,,,
1717,,党系譜 (1),州志図譜 (1),漢外戚略譜 (1),,,,
1718,,衡系譜 (1),源氏系譜 (1),方之御系譜 (1),,,,
1719,,茂里譜 (1),鵬斎画譜 (1),大将軍宮譜 (1),,,,
1720,,宮年譜 (1),張氏派譜 (1),関屋氏系譜 (1),,,,
1721,,位年譜 (1),同氏世譜 (1),持明院系譜 (1),,,,
1722,,江系譜 (1),永諸家譜 (1),摂家御系譜 (1),,,,
1723,,御略譜 (1),王家世譜 (1),窯家大系譜 (1),,,,
1724,,書圖譜 (1),土井家譜 (1),千家之系譜 (1),,,,
1725,,野考譜 (1),松平系譜 (1),楚州和尚譜 (1),,,,
1726,,莚之譜 (1),北越魚譜 (1),醍醐家系譜 (1),,,,
1727,,家新譜 (1),船聚図譜 (1),聖寺藩系譜 (1),,,,
1728,,祖系譜 (1),伝正統譜 (1),寺屋形系譜 (1),,,,
1729,,管絃譜 (1),歌妓名譜 (1),曇総伝系譜 (1),,,,
1730,,篥案譜 (1),なぞ画譜 (1),高倉家系譜 (1),,,,
1731,,遠曲譜 (1),治御系譜 (1),高崎家系譜 (1),,,,
1732,,輪説譜 (1),梶川系譜 (1),高辻家系譜 (1),,,,
1733,,蘆管譜 (1),古今之譜 (1),高根家系譜 (1),,,,
1734,,秦筝譜 (1),嶋家系譜 (1),高野家系譜 (1),,,,
1735,,録系譜 (1),尾家系譜 (1),高橋氏系譜 (1),,,,
1736,,根系譜 (1),筌古文譜 (1),田口家系譜 (1),,,,
1737,,選系譜 (1),邦御系譜 (1),詫間氏系譜 (1),,,,
1738,,との譜 (1),なし楽譜 (1),朝畫家系譜 (1),,,,
1739,,峨系譜 (1),尺八吾譜 (1),狩氏畫印譜 (1),,,,
1740,,極系譜 (1),守鎮政譜 (1),武田家系譜 (1),,,,
1741,,竹系譜 (1),山氏系譜 (1),武田氏系譜 (1),,,,
1742,,佐竹譜 (1),巻家家譜 (1),外二家系譜 (1),,,,
1743,,藤系譜 (1),続御家譜 (1),田島氏系譜 (1),,,,
1744,,野系譜 (1),智氏系譜 (1),馬名家系譜 (1),,,,
1745,,校略譜 (1),藤家系譜 (1),多田家系譜 (1),,,,
1746,,宗年譜 (1),軒墨竹譜 (1),達家御系譜 (1),,,,
1747,,卿系譜 (1),墨景誌譜 (1),並氏族系譜 (1),,,,
1748,,寛永譜 (1),渉調楽譜 (1),伊達世系譜 (1),,,,
1749,,至聖譜 (1),狂齋画譜 (1),中一閑系譜 (1),,,,
1750,,腔調譜 (1),二支画譜 (1),田中家系譜 (1),,,,
1751,,後年譜 (1),野家畧譜 (1),谷村家系譜 (1),,,,
1752,,臣翰譜 (1),江家略譜 (1),子島氏系譜 (1),,,,
1753,,音樂譜 (1),夜話茶譜 (1),玉山家系譜 (1),,,,
1754,,之家譜 (1),富樫氏譜 (1),千賀氏系譜 (1),,,,
1755,,檗宗譜 (1),本多系譜 (1),書翰並系譜 (1),,,,
1756,,藩幹譜 (1),山氏家譜 (1),久家御系譜 (1),,,,
1757,,山之譜 (1),家系統譜 (1),千種家系譜 (1),,,,
1758,,弦按譜 (1),国公正譜 (1),葉東氏系譜 (1),,,,
1759,,館樂譜 (1),村正系譜 (1),九人衆系譜 (1),,,,
1760,,詠要譜 (1),浦壁系譜 (1),調子家系譜 (1),,,,
1761,,八家譜 (1),庶家系譜 (1),中将直孝譜 (1),,,,
1762,,新古譜 (1),今枝系譜 (1),寺蔵御系譜 (1),,,,
1763,,古新譜 (1),候御家譜 (1),軽家御系譜 (1),,,,
1764,,目付譜 (1),大雅画譜 (1),津田家系譜 (1),,,,
1765,,逓代譜 (1),孚九画譜 (1),ちりき楽譜 (1),,,,
1766,,浦系譜 (1),正統世譜 (1),西秦楽意譜 (1),,,,
1767,,府年譜 (1),聖藩家譜 (1),曲伝授系譜 (1),,,,
1768,,見家譜 (1),師宣書譜 (1),神代略系譜 (1),,,,
1769,,訪系譜 (1),雪雄句譜 (1),万声大統譜 (1),,,,
1770,,々系譜 (1),興甆壺譜 (1),子舞神楽譜 (1),,,,
1771,,戚略譜 (1),文林画譜 (1),撰八雲琴譜 (1),,,,
1772,,軍宮譜 (1),歴代略譜 (1),天神地神譜 (1),,,,
1773,,洋旗譜 (1),風会曲譜 (1),田庸徳印譜 (1),,,,
1774,,村所譜 (1),堂新曲譜 (1),楽回抔楽譜 (1),,,,
1775,,宣命譜 (1),多氏家譜 (1),摩陵王舞譜 (1),,,,
1776,,我系譜 (1),賀藩歴譜 (1),賀今様墨譜 (1),,,,
1777,,和尚譜 (1),寳生系譜 (1),和漢百花譜 (1),,,,
1778,,形系譜 (1),續藩翰譜 (1),笛譜和琴譜 (1),,,,
1779,,尾系譜 (1),橋氏家譜 (1),英国鼓笛譜 (1),,,,
1780,,畫印譜 (1),提出系譜 (1),五聖楽私譜 (1),,,,
1781,,腰系譜 (1),先生家譜 (1),黄鐘調笙譜 (1),,,,
1782,,衆系譜 (1),陀流系譜 (1),経音義韻譜 (1),,,,
1783,,直孝譜 (1),消長八譜 (1),保物語系譜 (1),,,,
1784,,踏歌譜 (1),鹿角圖譜 (1),お通七段譜 (1),,,,
1785,,き楽譜 (1),哥妓名譜 (1),宮神楽歌譜 (1),,,,
1786,,保畫譜 (1),1巻茶譜 (1),野周信印譜 (1),,,,
1787,,楽意譜 (1),大谷畧譜 (1),野典信印譜 (1),,,,
1788,,堂系譜 (1),字篆韻譜 (1),洋行軍鼓譜 (1),,,,
1789,,州印譜 (1),陽子年譜 (1),生居月琴譜 (1),,,,
1790,,地神譜 (1),烽火全譜 (1),家伝仮面譜 (1),,,,
1791,,徳印譜 (1),鳥齋畫譜 (1),観世家年譜 (1),,,,
1792,,抔楽譜 (1),備後殿譜 (1),狂言小舞譜 (1),,,,
1793,,様墨譜 (1),分略歴譜 (1),魚山集仮譜 (1),,,,
1794,,鼓笛譜 (1),田氏世譜 (1),声曲血脈譜 (1),,,,
1795,,楽私譜 (1),略御系譜 (1),蠆芥集仮譜 (1),,,,
1796,,調笙譜 (1),歴公之譜 (1),伊賀守系譜 (1),,,,
1797,,義韻譜 (1),庶流之譜 (1),裏楽器并譜 (1),,,,
1798,,七段譜 (1),本藩年譜 (1),城楽右舞譜 (1),,,,
1799,,軍鼓譜 (1),縁類系譜 (1),初二三重譜 (1),,,,
1800,,音楽譜 (1),歌集年譜 (1),及道統系譜 (1),,,,
1801,,古楽譜 (1),利家年譜 (1),催馬樂箏譜 (1),,,,
1802,,小舞譜 (1),家事年譜 (1),太鼓教練譜 (1),,,,
1803,,山私譜 (1),畧御年譜 (1),解音曲笛譜 (1),,,,
1804,,山唄譜 (1),嗣君略譜 (1),祝部氏系譜 (1),,,,
1805,,御遊譜 (1),応公略譜 (1),子拍子八譜 (1),,,,
1806,,琴歌譜 (1),徳公畧譜 (1),歎願書印譜 (1),,,,
1807,,曲精譜 (1),筝音取譜 (1),秋庭家系譜 (1),,,,
1808,,詩聲譜 (1),外国旗譜 (1),岐国古瓦譜 (1),,,,
1809,,器并譜 (1),五位等譜 (1),読臣之年譜 (1),,,,
1810,,志吟譜 (1),候に付譜 (1),諸神系図譜 (1),,,,
1811,,衣笙譜 (1),守家略譜 (1),リオ聖歌譜 (1),,,,
1812,,三重譜 (1),并御家譜 (1),代本山系譜 (1),,,,
1813,,琴曲譜 (1),伊達族譜 (1),寺代々略譜 (1),,,,
1814,,胡琴譜 (1),代吉家譜 (1),聞光寺家譜 (1),,,,
1815,,国楽譜 (1),枝氏家譜 (1),唐六如画譜 (1),,,,
1816,,樂箏譜 (1),椿山畫譜 (1),神楽篳篥譜 (1),,,,
1817,,教練譜 (1),花喜神譜 (1),編立斎画譜 (1),,,,
1818,,皋琴譜 (1),夫子年譜 (1),歴代年号譜 (1),,,,
1819,,濱荻譜 (1),忠公年譜 (1),島仙子印譜 (1),,,,
1820,,子八譜 (1),輪王系譜 (1),鸞代々年譜 (1),,,,
1821,,迦系譜 (1),集古圖譜 (1),教大師年譜 (1),,,,
1822,,合普譜 (1),臺黄門譜 (1),人香月系譜 (1),,,,
1823,,聖歌譜 (1),家畧系譜 (1),家共御系譜 (1),,,,
1824,,谷略譜 (1),高野家譜 (1),説附諸蘭譜 (1),,,,
1825,,々略譜 (1),達家家譜 (1),望山水畫譜 (1),,,,
1826,,寺家譜 (1),達御系譜 (1),洗雲亭蘭譜 (1),,,,
1827,,如画譜 (1),譜付略譜 (1),國旗章圖譜 (1),,,,
1828,,無双譜 (1),公族略譜 (1),産梅枝伝譜 (1),,,,
1829,,笛実譜 (1),伊達世譜 (1),合聲簡字譜 (1),,,,
1830,,虫雕譜 (1),所氏家譜 (1),土渡鳥圖譜 (1),,,,
1831,,年号譜 (1),寶古錢譜 (1),山銅章印譜 (1),,,,
1832,,曲辞譜 (1),臺棟梁譜 (1),亜相公印譜 (1),,,,
1833,,官子譜 (1),洞書畫譜 (1),皐禪師琴譜 (1),,,,
1834,,詩印譜 (1),容齋畫譜 (1),崖先生年譜 (1),,,,
1835,,階医譜 (1),草木畫譜 (1),園書院年譜 (1),,,,
1836,,隆年譜 (1),對山畫譜 (1),卿伝職年譜 (1),,,,
1837,,熊家譜 (1),風景畫譜 (1),琉虬百花譜 (1),,,,
1838,,諸蘭譜 (1),默軒印譜 (1),華点者家譜 (1),,,,
1839,,藥花譜 (1),代御印譜 (1),實寫眞圖譜 (1),,,,
1840,,亭蘭譜 (1),横山家譜 (1),俳諧拾遺譜 (1),,,,
1841,,章圖譜 (1),地口畫譜 (1),名家新俳譜 (1),,,,
1842,,簡字譜 (1),金銀錢譜 (1),千歳点俳譜 (1),,,,
1843,,鳥圖譜 (1),騷動之譜 (1),沾山点俳譜 (1),,,,
1844,,章印譜 (1),斐喧嘩譜 (1),煉霞翁年譜 (1),,,,
1845,,師琴譜 (1),刑閉門譜 (1),雀巣庵禽譜 (1),,,,
1846,,者家譜 (1),覚院家譜 (1),仙果点俳譜 (1),,,,
1847,,取俳譜 (1),衛門家譜 (1),去留点俳譜 (1),,,,
1848,,新俳譜 (1),道閑系譜 (1),太閤記圖譜 (1),,,,
1849,,因俳譜 (1),石田家譜 (1),,,,,
1850,,黄年譜 (1),国包家譜 (1),,,,,
1851,,草畧譜 (1),清水系譜 (1),,,,,
1852,,無俳譜 (1),兵衛年譜 (1),,,,,
1853,,草圖譜 (1),小原家譜 (1),,,,,
1854,,豸圖譜 (1),同人家譜 (1),,,,,
1855,,佐埜譜 (1),守氏家譜 (1),,,,,
1856,,庵禽譜 (1),卷東音譜 (1),,,,,
1857,,茘枝譜 (1),1卷鼓譜 (1),,,,,
1858,,記圖譜 (1),三體畫譜 (1),,,,,
1859,,,竹堂畫譜 (1),,,,,
1860,,,后素畫譜 (1),,,,,
1861,,,求古圖譜 (1),,,,,
1862,,,明樂祕譜 (1),,,,,
1863,,,龍笛略譜 (1),,,,,
1864,,,廣象棋譜 (1),,,,,
1865,,,文字原譜 (1),,,,,
1866,,,傳血脉譜 (1),,,,,
1867,,,民治家譜 (1),,,,,
1868,,,之助家譜 (1),,,,,
1869,,,國包家譜 (1),,,,,
1870,,,兵衞家譜 (1),,,,,
1871,,,樹石畫譜 (1),,,,,
1872,,,深川印譜 (1),,,,,
1873,,,銘判圖譜 (1),,,,,
1874,,,小傳系譜 (1),,,,,
1875,,,照宮家譜 (1),,,,,
1876,,,新撰錢譜 (1),,,,,
1877,,,館藏泉譜 (1),,,,,
1878,,,洞巖年譜 (1),,,,,
1879,,,爻象系譜 (1),,,,,
1880,,,倉御家譜 (1),,,,,
1881,,,清人名譜 (1),,,,,
1882,,,風俗畫譜 (1),,,,,
1883,,,菴藏筆譜 (1),,,,,
1884,,,己卯印譜 (1),,,,,
1885,,,勲章図譜 (1),,,,,
1886,,,皇和漁譜 (1),,,,,
1887,,,英傑画譜 (1),,,,,
1888,,,献品画譜 (1),,,,,
1889,,,本古劔譜 (1),,,,,
1890,,,日本画譜 (1),,,,,
1891,,,手競畫譜 (1),,,,,
1892,,,紙褾帋譜 (1),,,,,
1893,,,龍笛案譜 (1),,,,,
1894,,,紀氏系譜 (1),,,,,
1895,,,脉道統譜 (1),,,,,
1896,,,五言畫譜 (1),,,,,
1897,,,七言畫譜 (1),,,,,
1898,,,御寫本譜 (1),,,,,
1899,,,鳳笙全譜 (1),,,,,
1900,,,国公年譜 (1),,,,,
1901,,,三黨系譜 (1),,,,,
1902,,,代帝王譜 (1),,,,,
1903,,,向之国譜 (1),,,,,
1904,,,朝年號譜 (1),,,,,
1905,,,事ノ年譜 (1),,,,,
1906,,,神樂略譜 (1),,,,,
1907,,,りき案譜 (1),,,,,
1908,,,蕉翁年譜 (1),,,,,
1909,,,鳥井家譜 (1),,,,,
1910,,,内遠年譜 (1),,,,,
1911,,,成功系譜 (1),,,,,
1912,,,天皇系譜 (1),,,,,
1913,,,尊者年譜 (1),,,,,
1914,,,宗五派譜 (1),,,,,
1915,,,三虚靈譜 (1),,,,,
1916,,,秦樂意譜 (1),,,,,
1917,,,傳授系譜 (1),,,,,
1918,,,閤記畫譜 (1),,,,,
1919,,,茶器図譜 (1),,,,,
1920,,,史補系譜 (1),,,,,
1921,,,玉篇韻譜 (1),,,,,
1922,,,竹斎印譜 (1),,,,,
1923,,,法点画譜 (1),,,,,
1924,,,中氏系譜 (1),,,,,
1925,,,文庫印譜 (1),,,,,
1926,,,楽比巴譜 (1),,,,,
1927,,,狛楽笛譜 (1),,,,,
1928,,,楽両絃譜 (1),,,,,
1929,,,麗曲箏譜 (1),,,,,
1930,,,麗曲笛譜 (1),,,,,
1931,,,書並楽譜 (1),,,,,
1932,,,氏打物譜 (1),,,,,
1933,,,高麗箏譜 (1),,,,,
1934,,,真陵王譜 (1),,,,,
1935,,,雑戯系譜 (1),,,,,
1936,,,左方舞譜 (1),,,,,
1937,,,左舞俗譜 (1),,,,,
1938,,,左舞略譜 (1),,,,,
1939,,,三絃独譜 (1),,,,,
1940,,,五之秘譜 (1),,,,,
1941,,,三五略譜 (1),,,,,
1942,,,笛鼓之譜 (1),,,,,
1943,,,謡本鼓譜 (1),,,,,
1944,,,氏遺印譜 (1),,,,,
1945,,,江氏家譜 (1),,,,,
1946,,,書三徳譜 (1),,,,,
1947,,,神君年譜 (1),,,,,
1948,,,織田系譜 (1),,,,,
1949,,,歴代名譜 (1),,,,,
1950,,,十三帖譜 (1),,,,,
1951,,,平曲吟譜 (1),,,,,
1952,,,張氏系譜 (1),,,,,
1953,,,堂声明譜 (1),,,,,
1954,,,渉調の譜 (1),,,,,
1955,,,声明仮譜 (1),,,,,
1956,,,曲方章譜 (1),,,,,
1957,,,声明古譜 (1),,,,,
1958,,,明相承譜 (1),,,,,
1959,,,習所仮譜 (1),,,,,
1960,,,家仮面譜 (1),,,,,
1961,,,假名案譜 (1),,,,,
1962,,,撰笙笛譜 (1),,,,,
1963,,,新撰箏譜 (1),,,,,
1964,,,雅楽曲譜 (1),,,,,
1965,,,外鳳笙譜 (1),,,,,
1966,,,定鳳笙譜 (1),,,,,
1967,,,具撃物譜 (1),,,,,
1968,,,笙箏両譜 (1),,,,,
1969,,,笛撃物譜 (1),,,,,
1970,,,具鳳笙譜 (1),,,,,
1971,,,香横笛譜 (1),,,,,
1972,,,羯鼓之譜 (1),,,,,
1973,,,蘇合箏譜 (1),,,,,
1974,,,内景図譜 (1),,,,,
1975,,,啓蒙野譜 (1),,,,,
1976,,,内科方譜 (1),,,,,
1977,,,宮横笛譜 (1),,,,,
1978,,,笠間氏譜 (1),,,,,
1979,,,年立系譜 (1),,,,,
1980,,,田祭歌譜 (1),,,,,
1981,,,臨調子譜 (1),,,,,
1982,,,方人系譜 (1),,,,,
1983,,,日本琴譜 (1),,,,,
1984,,,能舞扇譜 (1),,,,,
1985,,,能面図譜 (1),,,,,
1986,,,残楽案譜 (1),,,,,
1987,,,花楼琴譜 (1),,,,,
1988,,,流平曲譜 (1),,,,,
1989,,,笛仮字譜 (1),,,,,
1990,,,御目見譜 (1),,,,,
1991,,,鎧源氏譜 (1),,,,,
1992,,,伝来舞譜 (1),,,,,
1993,,,家右舞譜 (1),,,,,
1994,,,代家系譜 (1),,,,,
1995,,,家鳳笙譜 (1),,,,,
1996,,,十八曲譜 (1),,,,,
1997,,,合右舞譜 (1),,,,,
1998,,,懐中笙譜 (1),,,,,
1999,,,貫右舞譜 (1),,,,,
2000,,,貫琵琶譜 (1),,,,,
2001,,,觱篥要譜 (1),,,,,
2002,,,和琴秘譜 (1),,,,,
2003,,,太食調譜 (1),,,,,
2004,,,琵琶雑譜 (1),,,,,
2005,,,琶四巻譜 (1),,,,,
2006,,,引方案譜 (1),,,,,
2007,,,比巴笛譜 (1),,,,,
2008,,,用篳篥譜 (1),,,,,
2009,,,楽用笛譜 (1),,,,,
2010,,,用鳳笙譜 (1),,,,,
2011,,,輔琵琶譜 (1),,,,,
2012,,,節切笛譜 (1),,,,,
2013,,,四大曲譜 (1),,,,,
2014,,,岩流乱譜 (1),,,,,
2015,,,曲四絃譜 (1),,,,,
2016,,,琶一部譜 (1),,,,,
2017,,,凰管略譜 (1),,,,,
2018,,,鳳管古譜 (1),,,,,
2019,,,引声墨譜 (1),,,,,
2020,,,弦之秘譜 (1),,,,,
2021,,,笙大曲譜 (1),,,,,
2022,,,鳳笙調譜 (1),,,,,
2023,,,鳳笙秘譜 (1),,,,,
2024,,,笙要略譜 (1),,,,,
2025,,,笙竜笛譜 (1),,,,,
2026,,,呂律秘譜 (1),,,,,
2027,,,抄付箏譜 (1),,,,,
2028,,,拍子箏譜 (1),,,,,
2029,,,拍子笛譜 (1),,,,,
2030,,,秋楽笙譜 (1),,,,,
2031,,,香大曲譜 (1),,,,,
2032,,,秋楽秘譜 (1),,,,,
2033,,,琶対照譜 (1),,,,,
2034,,,楽鳳笙譜 (1),,,,,
2035,,,田祭楽譜 (1),,,,,
2036,,,相承系譜 (1),,,,,
2037,,,並詩牌譜 (1),,,,,
2038,,,師弟系譜 (1),,,,,
2039,,,流箏曲譜 (1),,,,,
2040,,,巫子舞譜 (1),,,,,
2041,,,倭舞旧譜 (1),,,,,
2042,,,倭舞古譜 (1),,,,,
2043,,,大和舞譜 (1),,,,,
2044,,,井流琴譜 (1),,,,,
2045,,,楽歌舞譜 (1),,,,,
2046,,,頂附楽譜 (1),,,,,
2047,,,明楽秘譜 (1),,,,,
2048,,,荒序笙譜 (1),,,,,
2049,,,序鳳笙譜 (1),,,,,
2050,,,序舞秘譜 (1),,,,,
2051,,,々頭私譜 (1),,,,,
2052,,,経中曲譜 (1),,,,,
2053,,,三絃楽譜 (1),,,,,
2054,,,吟仮名譜 (1),,,,,
2055,,,竜笛曲譜 (1),,,,,
2056,,,竜笛古譜 (1),,,,,
2057,,,竜笛全譜 (1),,,,,
2058,,,笛大曲譜 (1),,,,,
2059,,,竜笛之譜 (1),,,,,
2060,,,竜笛本譜 (1),,,,,
2061,,,竜笛要譜 (1),,,,,
2062,,,竜笛略譜 (1),,,,,
2063,,,羅陵王譜 (1),,,,,
2064,,,并糸竹譜 (1),,,,,
2065,,,律風俗譜 (1),,,,,
2066,,,人輪作譜 (1),,,,,
2067,,,輪説箏譜 (1),,,,,
2068,,,詠今様譜 (1),,,,,
2069,,,朗詠古譜 (1),,,,,
2070,,,朗詠略譜 (1),,,,,
2071,,,郢曲墨譜 (1),,,,,
2072,,,久間系譜 (1),,,,,
2073,,,生駒家譜 (1),,,,,
2074,,,生駒系譜 (1),,,,,
2075,,,石川系譜 (1),,,,,
2076,,,宿禰系譜 (1),,,,,
2077,,,国士系譜 (1),,,,,
2078,,,日楼印譜 (1),,,,,
2079,,,秋元系譜 (1),,,,,
2080,,,井氏年譜 (1),,,,,
2081,,,蘇氏系譜 (1),,,,,
2082,,,阿多家譜 (1),,,,,
2083,,,立氏系譜 (1),,,,,
2084,,,旧家系譜 (1),,,,,
2085,,,篇訳図譜 (1),,,,,
2086,,,帯刀系譜 (1),,,,,
2087,,,井戸系譜 (1),,,,,
2088,,,戸氏系譜 (1),,,,,
2089,,,今川系譜 (1),,,,,
2090,,,家諸系譜 (1),,,,,
2091,,,今城家譜 (1),,,,,
2092,,,城家系譜 (1),,,,,
2093,,,江家系譜 (1),,,,,
2094,,,松氏系譜 (1),,,,,
2095,,,僊子印譜 (1),,,,,
2096,,,院室系譜 (1),,,,,
2097,,,灊水系譜 (1),,,,,
2098,,,都宮系譜 (1),,,,,
2099,,,路家系譜 (1),,,,,
2100,,,梅園家譜 (1),,,,,
2101,,,雲華印譜 (1),,,,,
2102,,,表要翰譜 (1),,,,,
2103,,,後国雪譜 (1),,,,,
2104,,,充君系譜 (1),,,,,
2105,,,格語新譜 (1),,,,,
2106,,,将棋新譜 (1),,,,,
2107,,,皇孫系譜 (1),,,,,
2108,,,織氏系譜 (1),,,,,
2109,,,小山系譜 (1),,,,,
2110,,,門家系譜 (1),,,,,
2111,,,大鏡系譜 (1),,,,,
2112,,,町家系譜 (1),,,,,
2113,,,久保系譜 (1),,,,,
2114,,,保総系譜 (1),,,,,
2115,,,河内系譜 (1),,,,,
2116,,,笠原系譜 (1),,,,,
2117,,,代々家譜 (1),,,,,
2118,,,岡村系譜 (1),,,,,
2119,,,岡本系譜 (1),,,,,
2120,,,配之系譜 (1),,,,,
2121,,,細道画譜 (1),,,,,
2122,,,小栗系譜 (1),,,,,
2123,,,小槻系譜 (1),,,,,
2124,,,一流系譜 (1),,,,,
2125,,,宕家系譜 (1),,,,,
2126,,,小田系譜 (1),,,,,
2127,,,智略年譜 (1),,,,,
2128,,,幡家系譜 (1),,,,,
2129,,,部正清譜 (1),,,,,
2130,,,己一年譜 (1),,,,,
2131,,,御祭系譜 (1),,,,,
2132,,,南畝印譜 (1),,,,,
2133,,,賀藩系譜 (1),,,,,
2134,,,賀美系譜 (1),,,,,
2135,,,加古系譜 (1),,,,,
2136,,,葛西系譜 (1),,,,,
2137,,,竈門系譜 (1),,,,,
2138,,,神世系譜 (1),,,,,
2139,,,亀井系譜 (1),,,,,
2140,,,探幽画譜 (1),,,,,
2141,,,本末系譜 (1),,,,,
2142,,,梅屋畫譜 (1),,,,,
2143,,,文鳳畫譜 (1),,,,,
2144,,,善齋畫譜 (1),,,,,
2145,,,楠亭畫譜 (1),,,,,
2146,,,名家畫譜 (1),,,,,
2147,,,名數畫譜 (1),,,,,
2148,,,鳴門畫譜 (1),,,,,
2149,,,蘭齋畫譜 (1),,,,,
2150,,,名公畫譜 (1),,,,,
2151,,,探幽畫譜 (1),,,,,
2152,,,竹齋畫譜 (1),,,,,
2153,,,海仙畫譜 (1),,,,,
2154,,,家御年譜 (1),,,,,
2155,,,正統系譜 (1),,,,,
2156,,,樂龍笛譜 (1),,,,,
2157,,,戸御系譜 (1),,,,,
2158,,,紀水系譜 (1),,,,,
2159,,,紀姓系譜 (1),,,,,
2160,,,大路系譜 (1),,,,,
2161,,,北川系譜 (1),,,,,
2162,,,吉川系譜 (1),,,,,
